sample_id,seed,method,method_variant,physics_informed,physics_projection,div_weight,eta,measurement_sigma,operator,noise_sigma,rel_l2,rmse,measurement_error,divergence,vorticity_rmse
traj1659_snap47,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.331225633621216,0.9566693902015686,0.2618744373321533,0.08670075982809067,1.0371156930923462
traj1717_snap6,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.7391271591186523,0.5555853843688965,0.22811244428157806,0.03690234571695328,0.6166343092918396
traj1691_snap5,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.012444257736206,0.7596545815467834,0.2565729022026062,0.050208382308483124,0.8299018740653992
traj1672_snap19,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.9635931253433228,0.8096286058425903,0.28226327896118164,0.14350177347660065,0.7595953941345215
traj1672_snap22,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.6659754514694214,0.6859289407730103,0.23800700902938843,0.128418430685997,0.6503962874412537
traj1650_snap15,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.0473666191101074,0.8588492274284363,0.2580569088459015,0.07467957586050034,0.9264556169509888
traj1713_snap12,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,4.0068511962890625,1.0230792760849,0.511855959892273,0.07657357305288315,1.093747615814209
traj1651_snap33,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,3.086530923843384,0.7893711924552917,0.3875685930252075,0.06905867904424667,0.8533246517181396
traj1627_snap36,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.3259313106536865,0.9104276299476624,0.2785717844963074,0.1150234192609787,0.9084615707397461
traj1676_snap25,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.7737438678741455,0.7344717979431152,0.21917520463466644,0.10430458188056946,0.7733939290046692
traj1655_snap39,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.7610992193222046,0.8670250773429871,0.20544983446598053,0.09892236441373825,0.9041998982429504
traj1625_snap39,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.445359230041504,0.7503846883773804,0.3017794191837311,0.12189439684152603,0.7140666842460632
traj1613_snap25,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.650707483291626,0.703715443611145,0.22928662598133087,0.12838400900363922,0.7244483828544617
traj1655_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,1.0287996530532837,0.5060157775878906,0.15636958181858063,0.10389936715364456,0.5146099328994751
traj1673_snap4,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.434346914291382,0.6233049631118774,0.3370475172996521,0.07783212512731552,0.6591973900794983
traj1639_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,sparse_grid,0.0,2.5054290294647217,0.8176534175872803,0.33375245332717896,0.10831926763057709,0.8094560503959656
