sample_id,seed,method,method_variant,physics_informed,physics_projection,div_weight,eta,measurement_sigma,operator,noise_sigma,rel_l2,rmse,measurement_error,divergence,vorticity_rmse,run
traj1674_snap36,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0457297600805759,0.0142485164105892,1.4705820831295568e-05,0.0042511457577347,0.0498114340007305,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1789_snap4,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0650850757956504,0.0338109992444515,1.1921118129976094e-05,0.0076336045749485,0.1179877817630767,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1706_snap9,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0790208727121353,0.0301607195287942,1.3206091352913065e-05,0.0099130785092711,0.1081766933202743,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1770_snap15,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0760072767734527,0.0423264764249324,1.0420022590551524e-05,0.0067327935248613,0.1525244116783142,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1725_snap14,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0479719527065753,0.0119960298761725,2.2581883968086917e-05,0.0042622741311788,0.0398460924625396,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1633_snap2,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0582361221313476,0.020799845457077,1.5725623597973026e-05,0.0074061225168406,0.0689573585987091,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1793_snap5,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0541236363351345,0.0190037749707698,1.3903942090109922e-05,0.0060446569696068,0.0661196336150169,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1721_snap26,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0637513548135757,0.03761513158679,7.04192871125997e-06,0.006185723003,0.1320451349020004,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1713_snap33,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0521987713873386,0.0135720968246459,1.7506878066342324e-05,0.0057371407747268,0.0444178096950054,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1672_snap12,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0640279352664947,0.0265913289040327,1.111749133997364e-05,0.0041047744452953,0.0919979587197303,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1601_snap2,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0634053945541381,0.0229764003306627,1.3358716387301683e-05,0.0080539910122752,0.0815517827868461,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1815_snap2,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0599423386156559,0.0309380143880844,1.2451232578314377e-05,0.0077993432059884,0.104032963514328,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1784_snap6,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0648812875151634,0.0273413639515638,1.020080344460439e-05,0.0076766558922827,0.0991038903594017,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1693_snap6,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0535039789974689,0.0144628649577498,1.8797258235281333e-05,0.0054537109099328,0.0476060174405574,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1639_snap6,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0621838271617889,0.0207583233714103,1.3805059097649064e-05,0.0057956934906542,0.0740793198347091,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1708_snap21,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0496609881520271,0.0117687620222568,1.742212407407351e-05,0.0047974581830203,0.0412051603198051,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1622_snap48,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0566978380084037,0.0249291229993104,9.435359970666468e-06,0.0050536659546196,0.0828220397233963,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1844_snap0,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0692381709814071,0.0354496613144874,1.174771023215726e-05,0.005220940336585,0.1260057389736175,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1733_snap38,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0519469641149044,0.0225094854831695,1.2199424418213312e-05,0.0048241452313959,0.0764255076646804,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1644_snap2,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0732118934392929,0.0271947793662548,1.201693703478668e-05,0.0071239140816032,0.0951301604509353,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1766_snap13,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0475136525928974,0.0135861402377486,1.6391422832384706e-05,0.002889840863645,0.0462731644511222,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1678_snap14,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0653782039880752,0.0275218803435564,1.194321066577686e-05,0.0053711929358541,0.0957067906856536,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1677_snap2,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0759991481900215,0.0322158187627792,9.195978236675728e-06,0.0105466535314917,0.1145713105797767,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1627_snap7,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0496720485389232,0.0192988403141498,1.2998409147257917e-05,0.0073858094401657,0.0644840523600578,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1750_snap43,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0800912901759147,0.0356868505477905,7.4507474892016035e-06,0.0073200846090912,0.1319767832756042,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
