sample_id,seed,method,method_variant,physics_informed,physics_projection,div_weight,eta,measurement_sigma,operator,noise_sigma,rel_l2,rmse,measurement_error,divergence,vorticity_rmse,run
traj1655_snap39,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.1007205545902252,0.049586784094572,8.704997526365332e-06,0.2425204515457153,0.1262065172195434,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1625_snap39,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0808402076363563,0.024806685745716,1.35552509163972e-05,0.161196082830429,0.0673904716968536,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1613_snap25,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0817946270108223,0.0348699800670146,1.085955045709852e-05,0.2040368318557739,0.0863406658172607,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1655_snap41,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0906343683600425,0.0445785708725452,7.402913524856558e-06,0.1777189224958419,0.1221563071012497,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1673_snap4,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0672905147075653,0.0172294732183218,1.93279283848824e-05,0.148928552865982,0.0444312021136283,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1639_snap41,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0729312226176261,0.0238012969493865,1.3046841559116729e-05,0.1548496633768081,0.0609126575291156,runs_ddrm_colab/ddrm_blur_eta0p0_n16_steps128_sigma4p0
traj1659_snap47,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0556921772658824,0.0228545032441616,1.2577487723319791e-05,0.0062682791613042,0.0816954374313354,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1717_snap6,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0554802194237709,0.0177238322794437,1.4120058040134609e-05,0.0073073552921414,0.0578678287565708,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1691_snap5,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0571373887360096,0.021568140015006,1.3084771126159468e-05,0.0057125692255795,0.0718416422605514,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1672_snap19,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0583114959299564,0.0240429937839508,1.1599093340919351e-05,0.0054401773959398,0.0805848017334938,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1672_snap22,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0663804486393928,0.027330694720149,1.1392955457267815e-05,0.0048491326160728,0.0937990024685859,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1650_snap15,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0617868714034557,0.0259189568459987,1.177777176053496e-05,0.0047857202589511,0.0871942192316055,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1713_snap12,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.059620201587677,0.0152229741215705,2.070323353109416e-05,0.0071261748671531,0.0521177165210247,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1651_snap33,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0472605563700199,0.0120867481455206,2.3124541257857345e-05,0.0057896869257092,0.0397685021162033,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1627_snap36,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0527079105377197,0.020631194114685,1.2771423826052342e-05,0.0052263960242271,0.0705639645457267,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1676_snap25,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0531871318817138,0.0220237262547016,1.166204583569197e-05,0.0102352024987339,0.0695089548826217,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1655_snap39,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.07551059871912,0.0371754094958305,1.0010317964770366e-05,0.0080772116780281,0.126604214310646,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1625_snap39,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0638958811759948,0.0196071360260248,1.377817716274876e-05,0.0058192643336951,0.0678980723023414,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1613_snap25,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0591418668627738,0.0252128522843122,1.346642693533795e-05,0.0092421006411314,0.0866975113749504,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1655_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0730616003274917,0.0359353944659233,1.0616467079671564e-05,0.0051093436777591,0.1229353845119476,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1673_snap4,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0499041527509689,0.0127777634188532,1.9691016859724183e-05,0.0038183075375854,0.0446832850575447,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
traj1639_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0559175387024879,0.0182488374412059,1.4061478395888116e-05,0.0043789143674075,0.0612259022891521,runs_ddrm_colab/ddrm_phys_blur_eta0p0_n16_steps128_sigma4p0
