sample_id,seed,method,method_variant,physics_informed,physics_projection,div_weight,eta,measurement_sigma,operator,noise_sigma,rel_l2,rmse,measurement_error,divergence,vorticity_rmse
traj1659_snap47,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.045637406408786774,0.018728306517004967,1.7690908862277865e-05,0.12319456785917282,0.05394090339541435
traj1717_snap6,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.05240902677178383,0.016742702573537827,2.110347486450337e-05,0.139814555644989,0.04857015982270241
traj1691_snap5,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.048213209956884384,0.018199453130364418,1.9245704606873915e-05,0.12877769768238068,0.05331325903534889
traj1672_snap19,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.05111963674426079,0.021077647805213928,1.7357784599880688e-05,0.1396791785955429,0.060544583946466446
traj1672_snap22,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.05079113692045212,0.020912136882543564,1.611618972674478e-05,0.13135547935962677,0.06237082928419113
traj1650_snap15,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.04813753068447113,0.020193198695778847,1.746973612171132e-05,0.1260206252336502,0.059318605810403824
traj1713_snap12,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.046371687203645706,0.011840198189020157,2.9039989385637455e-05,0.12406356632709503,0.03437136858701706
traj1651_snap33,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0482134148478508,0.012330438010394573,2.9023573006270453e-05,0.13327421247959137,0.03510965034365654
traj1627_snap36,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.04876430705189705,0.019087567925453186,1.8394157450529747e-05,0.1268683224916458,0.0570342056453228
traj1676_snap25,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.05098024755716324,0.021109899505972862,1.625518052605912e-05,0.12930981814861298,0.06445925682783127
traj1655_snap39,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.04926060885190964,0.02425200119614601,1.4216383533494081e-05,0.1288783848285675,0.07163956016302109
traj1625_snap39,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0526268295943737,0.01614910550415516,2.215160202467814e-05,0.1430373191833496,0.04616579785943031
traj1613_snap25,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.04855416342616081,0.020699193701148033,1.605693068995606e-05,0.13495062291622162,0.05884731560945511
traj1655_snap41,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.0512867346405983,0.025225412100553513,1.3094096175336745e-05,0.12413553893566132,0.07908658683300018
traj1673_snap4,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.04807482287287712,0.012309370562434196,2.7334584956406616e-05,0.12849989533424377,0.035644832998514175
traj1639_snap41,0,ddrm,ddrm,0,0,0.0,0.0,0.0,blur,0.0,0.049935776740312576,0.01629667356610298,2.1158279196242802e-05,0.13223278522491455,0.047964416444301605
